system_id,system_name,sector,service_context,metric,value
CYB003,Cloud identity provider and access platform,Digital Infrastructure,identity_concentration,cyber_disruption_pressure,0.64124
CYB003,Cloud identity provider and access platform,Digital Infrastructure,identity_concentration,cyber_resilience_capacity,0.5678000000000001
CYB003,Cloud identity provider and access platform,Digital Infrastructure,identity_concentration,systemic_cyber_risk,0.7405798768166687
CYB003,Cloud identity provider and access platform,Digital Infrastructure,identity_concentration,cascading_dependency_exposure,1.9378156580619228
CYB003,Cloud identity provider and access platform,Digital Infrastructure,identity_concentration,service_continuity_gap,2.06168770584763
CYB003,Cloud identity provider and access platform,Digital Infrastructure,identity_concentration,recovery_priority_score,2.9771416203631107
CYB001,Hospital clinical systems and electronic health records,Health,ransomware_care_continuity,cyber_disruption_pressure,0.6896639999999999
CYB001,Hospital clinical systems and electronic health records,Health,ransomware_care_continuity,cyber_resilience_capacity,0.38980000000000004
CYB001,Hospital clinical systems and electronic health records,Health,ransomware_care_continuity,systemic_cyber_risk,0.8970721384039833
CYB001,Hospital clinical systems and electronic health records,Health,ransomware_care_continuity,cascading_dependency_exposure,1.237608549722062
CYB001,Hospital clinical systems and electronic health records,Health,ransomware_care_continuity,service_continuity_gap,2.086076413265014
CYB001,Hospital clinical systems and electronic health records,Health,ransomware_care_continuity,recovery_priority_score,2.8884785506955293
CYB004,Local government public benefits platform,Public Administration,digital_service_access,cyber_disruption_pressure,0.580272
CYB004,Local government public benefits platform,Public Administration,digital_service_access,cyber_resilience_capacity,0.3376
CYB004,Local government public benefits platform,Public Administration,digital_service_access,systemic_cyber_risk,0.775092271345244
CYB004,Local government public benefits platform,Public Administration,digital_service_access,cascading_dependency_exposure,1.287908420493907
CYB004,Local government public benefits platform,Public Administration,digital_service_access,service_continuity_gap,1.9614464815921977
CYB004,Local government public benefits platform,Public Administration,digital_service_access,recovery_priority_score,2.7624235867156743
CYB007,Emergency communications and dispatch platform,Emergency Services,emergency_response_dependency,cyber_disruption_pressure,0.6046079999999999
CYB007,Emergency communications and dispatch platform,Emergency Services,emergency_response_dependency,cyber_resilience_capacity,0.4814
CYB007,Emergency communications and dispatch platform,Emergency Services,emergency_response_dependency,systemic_cyber_risk,0.7311927249204477
CYB007,Emergency communications and dispatch platform,Emergency Services,emergency_response_dependency,cascading_dependency_exposure,1.382231046483352
CYB007,Emergency communications and dispatch platform,Emergency Services,emergency_response_dependency,service_continuity_gap,1.9009082481621238
CYB007,Emergency communications and dispatch platform,Emergency Services,emergency_response_dependency,recovery_priority_score,2.734466009782962
CYB002,Water utility operational technology and billing systems,Water,ot_service_continuity,cyber_disruption_pressure,0.6429599999999999
CYB002,Water utility operational technology and billing systems,Water,ot_service_continuity,cyber_resilience_capacity,0.3988
CYB002,Water utility operational technology and billing systems,Water,ot_service_continuity,systemic_cyber_risk,0.797517335680531
CYB002,Water utility operational technology and billing systems,Water,ot_service_continuity,cascading_dependency_exposure,0.8728919665642461
CYB002,Water utility operational technology and billing systems,Water,ot_service_continuity,service_continuity_gap,1.7751633189626541
CYB002,Water utility operational technology and billing systems,Water,ot_service_continuity,recovery_priority_score,2.4653863106037157
CYB006,Payment processing and municipal finance system,Finance,payment_continuity,cyber_disruption_pressure,0.5859000000000001
CYB006,Payment processing and municipal finance system,Finance,payment_continuity,cyber_resilience_capacity,0.5257999999999999
CYB006,Payment processing and municipal finance system,Finance,payment_continuity,systemic_cyber_risk,0.67925136345066
CYB006,Payment processing and municipal finance system,Finance,payment_continuity,cascading_dependency_exposure,1.2986698255263087
CYB006,Payment processing and municipal finance system,Finance,payment_continuity,service_continuity_gap,1.7027862762138146
CYB006,Payment processing and municipal finance system,Finance,payment_continuity,recovery_priority_score,2.447453732595392
CYB005,Port logistics and customs data platform,Transport and Logistics,supply_chain_dependency,cyber_disruption_pressure,0.558484
CYB005,Port logistics and customs data platform,Transport and Logistics,supply_chain_dependency,cyber_resilience_capacity,0.45020000000000004
CYB005,Port logistics and customs data platform,Transport and Logistics,supply_chain_dependency,systemic_cyber_risk,0.6582429861662649
CYB005,Port logistics and customs data platform,Transport and Logistics,supply_chain_dependency,cascading_dependency_exposure,1.124136639196447
CYB005,Port logistics and customs data platform,Transport and Logistics,supply_chain_dependency,service_continuity_gap,1.6301113057644883
CYB005,Port logistics and customs data platform,Transport and Logistics,supply_chain_dependency,recovery_priority_score,2.3141454655636
CYB008,School district learning and student records platform,Education,digital_access_and_records,cyber_disruption_pressure,0.4918680000000001
CYB008,School district learning and student records platform,Education,digital_access_and_records,cyber_resilience_capacity,0.3518
CYB008,School district learning and student records platform,Education,digital_access_and_records,systemic_cyber_risk,0.6232394794183834
CYB008,School district learning and student records platform,Education,digital_access_and_records,cascading_dependency_exposure,0.93643940397318
CYB008,School district learning and student records platform,Education,digital_access_and_records,service_continuity_gap,1.5196591814049736
CYB008,School district learning and student records platform,Education,digital_access_and_records,recovery_priority_score,2.1677690323982683
