system_id,system_name,domain,region,stress_type,metric,value
CSF006,Monoculture export agriculture region,food_system,Sub-Saharan Africa,drought_heat,coupling_pressure,0.6943999999999999
CSF006,Monoculture export agriculture region,food_system,Sub-Saharan Africa,drought_heat,deterioration_pressure,0.6528
CSF006,Monoculture export agriculture region,food_system,Sub-Saharan Africa,drought_heat,slack_deficit,0.7036
CSF006,Monoculture export agriculture region,food_system,Sub-Saharan Africa,drought_heat,resilience_capacity,0.3476
CSF006,Monoculture export agriculture region,food_system,Sub-Saharan Africa,drought_heat,cascade_potential,1.5496181792
CSF006,Monoculture export agriculture region,food_system,Sub-Saharan Africa,drought_heat,failure_risk,1.346826303995827
CSF006,Monoculture export agriculture region,food_system,Sub-Saharan Africa,drought_heat,failure_gap,0.999226303995827
CSF006,Monoculture export agriculture region,food_system,Sub-Saharan Africa,drought_heat,resilience_priority_score,0.7982892063985395
CSF002,Just-in-time medical supply chain,health_supply_chain,Global,supply_disruption,coupling_pressure,0.8392
CSF002,Just-in-time medical supply chain,health_supply_chain,Global,supply_disruption,deterioration_pressure,0.558
CSF002,Just-in-time medical supply chain,health_supply_chain,Global,supply_disruption,slack_deficit,0.7167999999999999
CSF002,Just-in-time medical supply chain,health_supply_chain,Global,supply_disruption,resilience_capacity,0.376
CSF002,Just-in-time medical supply chain,health_supply_chain,Global,supply_disruption,cascade_potential,1.78859971584
CSF002,Just-in-time medical supply chain,health_supply_chain,Global,supply_disruption,failure_risk,1.229804911448064
CSF002,Just-in-time medical supply chain,health_supply_chain,Global,supply_disruption,failure_gap,0.853804911448064
CSF002,Just-in-time medical supply chain,health_supply_chain,Global,supply_disruption,resilience_priority_score,0.6644317190068224
CSF001,Regional electricity-water-health nexus,critical_infrastructure,North America,compound_heat_outage,coupling_pressure,0.836
CSF001,Regional electricity-water-health nexus,critical_infrastructure,North America,compound_heat_outage,deterioration_pressure,0.5988
CSF001,Regional electricity-water-health nexus,critical_infrastructure,North America,compound_heat_outage,slack_deficit,0.6316
