system_id,system_name,domain,region,stress_type,metric,value
TTP004,Dryland agricultural region,food_water_system,Sub-Saharan Africa,drought_heat_groundwater,effective_margin,0.3288
TTP004,Dryland agricultural region,food_water_system,Sub-Saharan Africa,drought_heat_groundwater,threshold_pressure,0.7924
TTP004,Dryland agricultural region,food_water_system,Sub-Saharan Africa,drought_heat_groundwater,tipping_pressure,0.98476976193568
TTP004,Dryland agricultural region,food_water_system,Sub-Saharan Africa,drought_heat_groundwater,regime_shift_likelihood,0.8292217190581312
TTP004,Dryland agricultural region,food_water_system,Sub-Saharan Africa,drought_heat_groundwater,cascade_potential,2.3070288246495214
TTP004,Dryland agricultural region,food_water_system,Sub-Saharan Africa,drought_heat_groundwater,recovery_difficulty,0.740150950098602
TTP004,Dryland agricultural region,food_water_system,Sub-Saharan Africa,drought_heat_groundwater,justice_weighted_breakdown_risk,1.2653181763378445
TTP004,Dryland agricultural region,food_water_system,Sub-Saharan Africa,drought_heat_groundwater,resilience_gap,0.9365181763378445
TTP001,Coastal watershed city,urban_watershed,South Asia,flood_surge_drainage,effective_margin,0.3832
TTP001,Coastal watershed city,urban_watershed,South Asia,flood_surge_drainage,threshold_pressure,0.742
TTP001,Coastal watershed city,urban_watershed,South Asia,flood_surge_drainage,tipping_pressure,0.8780232681527999
TTP001,Coastal watershed city,urban_watershed,South Asia,flood_surge_drainage,regime_shift_likelihood,0.756127911171952
TTP001,Coastal watershed city,urban_watershed,South Asia,flood_surge_drainage,cascade_potential,2.3518835436489036
TTP001,Coastal watershed city,urban_watershed,South Asia,flood_surge_drainage,recovery_difficulty,0.6623609315750247
TTP001,Coastal watershed city,urban_watershed,South Asia,flood_surge_drainage,justice_weighted_breakdown_risk,1.1668085064940628
TTP001,Coastal watershed city,urban_watershed,South Asia,flood_surge_drainage,resilience_gap,0.7836085064940628
TTP005,Hospital emergency network,public_health,Latin America,compound_heat_disease,effective_margin,0.38639999999999997
TTP005,Hospital emergency network,public_health,Latin America,compound_heat_disease,threshold_pressure,0.702
TTP005,Hospital emergency network,public_health,Latin America,compound_heat_disease,tipping_pressure,0.8127690416351999
TTP005,Hospital emergency network,public_health,Latin America,compound_heat_disease,regime_shift_likelihood,0.707541474155968
TTP005,Hospital emergency network,public_health,Latin America,compound_heat_disease,cascade_potential,2.1669412827016634
TTP005,Hospital emergency network,public_health,Latin America,compound_heat_disease,recovery_difficulty,0.6508132717299098
TTP005,Hospital emergency network,public_health,Latin America,compound_heat_disease,justice_weighted_breakdown_risk,1.167756185248795
TTP005,Hospital emergency network,public_health,Latin America,compound_heat_disease,resilience_gap,0.781356185248795
TTP002,Electrical grid and water utility nexus,critical_infrastructure,North America,heat_outage_water,effective_margin,0.4612
TTP002,Electrical grid and water utility nexus,critical_infrastructure,North America,heat_outage_water,threshold_pressure,0.6776000000000001
TTP002,Electrical grid and water utility nexus,critical_infrastructure,North America,heat_outage_water,tipping_pressure,0.74171521379032
TTP002,Electrical grid and water utility nexus,critical_infrastructure,North America,heat_outage_water,regime_shift_likelihood,0.6701831726887088
TTP002,Electrical grid and water utility nexus,critical_infrastructure,North America,heat_outage_water,cascade_potential,2.29859210110158
TTP002,Electrical grid and water utility nexus,critical_infrastructure,North America,heat_outage_water,recovery_difficulty,0.5808586152603868
