system_id,system_name,domain,region,stress_type,metric,value
CFI005,Regional food-water-energy nexus,food_water_energy,Sub-Saharan Africa,drought_energy_supply,dependency_pressure,0.7128000000000001
CFI005,Regional food-water-energy nexus,food_water_energy,Sub-Saharan Africa,drought_energy_supply,containment_capacity,0.34680000000000005
CFI005,Regional food-water-energy nexus,food_water_energy,Sub-Saharan Africa,drought_energy_supply,governance_response_capacity,0.39080000000000004
CFI005,Regional food-water-energy nexus,food_water_energy,Sub-Saharan Africa,drought_energy_supply,propagation_likelihood,1.5738030503443199
CFI005,Regional food-water-energy nexus,food_water_energy,Sub-Saharan Africa,drought_energy_supply,cascade_amplification,4.401120576635398
CFI005,Regional food-water-energy nexus,food_water_energy,Sub-Saharan Africa,drought_energy_supply,essential_function_continuity,0.342
CFI005,Regional food-water-energy nexus,food_water_energy,Sub-Saharan Africa,drought_energy_supply,continuity_gap,4.059120576635398
CFI005,Regional food-water-energy nexus,food_water_energy,Sub-Saharan Africa,drought_energy_supply,justice_weighted_cascade_risk,3.48687284349172
CFI002,Urban flood logistics network,urban_watershed,South Asia,flood_transport_supply,dependency_pressure,0.7628000000000001
CFI002,Urban flood logistics network,urban_watershed,South Asia,flood_transport_supply,containment_capacity,0.37479999999999997
CFI002,Urban flood logistics network,urban_watershed,South Asia,flood_transport_supply,governance_response_capacity,0.42240000000000005
CFI002,Urban flood logistics network,urban_watershed,South Asia,flood_transport_supply,propagation_likelihood,1.5756907106304001
CFI002,Urban flood logistics network,urban_watershed,South Asia,flood_transport_supply,cascade_amplification,4.345645664799902
CFI002,Urban flood logistics network,urban_watershed,South Asia,flood_transport_supply,essential_function_continuity,0.37120000000000003
CFI002,Urban flood logistics network,urban_watershed,South Asia,flood_transport_supply,continuity_gap,3.9744456647999025
CFI002,Urban flood logistics network,urban_watershed,South Asia,flood_transport_supply,justice_weighted_cascade_risk,3.3638209976454587
CFI003,Hospital supply-chain dependency,public_health,Latin America,medical_supply_disruption,dependency_pressure,0.8043999999999999
CFI003,Hospital supply-chain dependency,public_health,Latin America,medical_supply_disruption,containment_capacity,0.3655999999999999
CFI003,Hospital supply-chain dependency,public_health,Latin America,medical_supply_disruption,governance_response_capacity,0.45
CFI003,Hospital supply-chain dependency,public_health,Latin America,medical_supply_disruption,propagation_likelihood,1.3665549607257597
CFI003,Hospital supply-chain dependency,public_health,Latin America,medical_supply_disruption,cascade_amplification,3.850022621951897
CFI003,Hospital supply-chain dependency,public_health,Latin America,medical_supply_disruption,essential_function_continuity,0.36519999999999997
CFI003,Hospital supply-chain dependency,public_health,Latin America,medical_supply_disruption,continuity_gap,3.4848226219518974
CFI003,Hospital supply-chain dependency,public_health,Latin America,medical_supply_disruption,justice_weighted_cascade_risk,2.9941095970806844
CFI001,Power-water-health corridor,critical_infrastructure,North America,heat_outage_water_health,dependency_pressure,0.8236
CFI001,Power-water-health corridor,critical_infrastructure,North America,heat_outage_water_health,containment_capacity,0.41600000000000004
CFI001,Power-water-health corridor,critical_infrastructure,North America,heat_outage_water_health,governance_response_capacity,0.4768
CFI001,Power-water-health corridor,critical_infrastructure,North America,heat_outage_water_health,propagation_likelihood,1.4960363897856
CFI001,Power-water-health corridor,critical_infrastructure,North America,heat_outage_water_health,cascade_amplification,3.781011806499692
CFI001,Power-water-health corridor,critical_infrastructure,North America,heat_outage_water_health,essential_function_continuity,0.4264
CFI001,Power-water-health corridor,critical_infrastructure,North America,heat_outage_water_health,continuity_gap,3.3546118064996917
CFI001,Power-water-health corridor,critical_infrastructure,North America,heat_outage_water_health,justice_weighted_cascade_risk,2.825440295762139
CFI006,Port logistics and fuel network,supply_chain,Global,trade_fuel_disruption,dependency_pressure,0.8532
CFI006,Port logistics and fuel network,supply_chain,Global,trade_fuel_disruption,containment_capacity,0.4068
CFI006,Port logistics and fuel network,supply_chain,Global,trade_fuel_disruption,governance_response_capacity,0.49319999999999997
CFI006,Port logistics and fuel network,supply_chain,Global,trade_fuel_disruption,propagation_likelihood,1.4969363739420798
CFI006,Port logistics and fuel network,supply_chain,Global,trade_fuel_disruption,cascade_amplification,3.5858071604674273
CFI006,Port logistics and fuel network,supply_chain,Global,trade_fuel_disruption,essential_function_continuity,0.41200000000000003
CFI006,Port logistics and fuel network,supply_chain,Global,trade_fuel_disruption,continuity_gap,3.1738071604674274
CFI006,Port logistics and fuel network,supply_chain,Global,trade_fuel_disruption,justice_weighted_cascade_risk,2.679411582848612
CFI004,Centralized civic cloud platform,digital_infrastructure,Asia,cyber_administration_outage,dependency_pressure,0.8192000000000002
CFI004,Centralized civic cloud platform,digital_infrastructure,Asia,cyber_administration_outage,containment_capacity,0.40080000000000005
CFI004,Centralized civic cloud platform,digital_infrastructure,Asia,cyber_administration_outage,governance_response_capacity,0.5232000000000001
CFI004,Centralized civic cloud platform,digital_infrastructure,Asia,cyber_administration_outage,propagation_likelihood,1.3433221593792
CFI004,Centralized civic cloud platform,digital_infrastructure,Asia,cyber_administration_outage,cascade_amplification,2.947875386119408
CFI004,Centralized civic cloud platform,digital_infrastructure,Asia,cyber_administration_outage,essential_function_continuity,0.41080000000000005
CFI004,Centralized civic cloud platform,digital_infrastructure,Asia,cyber_administration_outage,continuity_gap,2.5370753861194077
CFI004,Centralized civic cloud platform,digital_infrastructure,Asia,cyber_administration_outage,justice_weighted_cascade_risk,2.187358024608943
CFI008,Regenerative watershed-city resilience region,regional_transition,South America,compound_climate_stress,dependency_pressure,0.48240000000000005
CFI008,Regenerative watershed-city resilience region,regional_transition,South America,compound_climate_stress,containment_capacity,0.7512
CFI008,Regenerative watershed-city resilience region,regional_transition,South America,compound_climate_stress,governance_response_capacity,0.7524
CFI008,Regenerative watershed-city resilience region,regional_transition,South America,compound_climate_stress,propagation_likelihood,0.66078072620352
CFI008,Regenerative watershed-city resilience region,regional_transition,South America,compound_climate_stress,cascade_amplification,1.1254139272168766
CFI008,Regenerative watershed-city resilience region,regional_transition,South America,compound_climate_stress,essential_function_continuity,0.7280000000000001
CFI008,Regenerative watershed-city resilience region,regional_transition,South America,compound_climate_stress,continuity_gap,0.3974139272168765
CFI008,Regenerative watershed-city resilience region,regional_transition,South America,compound_climate_stress,justice_weighted_cascade_risk,0.7749046308535397
CFI007,Distributed microgrid community network,energy_system,Europe,storm_grid_stress,dependency_pressure,0.44000000000000006
CFI007,Distributed microgrid community network,energy_system,Europe,storm_grid_stress,containment_capacity,0.738
CFI007,Distributed microgrid community network,energy_system,Europe,storm_grid_stress,governance_response_capacity,0.7124
CFI007,Distributed microgrid community network,energy_system,Europe,storm_grid_stress,propagation_likelihood,0.5736416774399999
CFI007,Distributed microgrid community network,energy_system,Europe,storm_grid_stress,cascade_amplification,0.9435523287096764
CFI007,Distributed microgrid community network,energy_system,Europe,storm_grid_stress,essential_function_continuity,0.7164
CFI007,Distributed microgrid community network,energy_system,Europe,storm_grid_stress,continuity_gap,0.2271523287096764
CFI007,Distributed microgrid community network,energy_system,Europe,storm_grid_stress,justice_weighted_cascade_risk,0.6299088308141444
